experiment,treatment,session,match_period,match_group,supergame_period,supergame_ending,player,role,a1,a2,a3,a4,a5,a6,observation
bat_sam_van,N/A,1,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,1,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,10,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,10,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,11,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,11,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,12,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,12,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,13,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,13,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,14,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,14,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,15,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,15,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,16,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,16,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,17,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,17,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,18,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,18,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,19,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,19,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,2,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,2,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,20,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,20,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,21,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,21,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,22,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,22,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,23,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,23,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,24,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,24,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,3,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,3,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,4,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,4,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,5,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,5,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,6,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,6,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,7,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,7,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,8,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,8,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,9,N/A,N/A,N/A,N/A,bat_sam_van_1,player_1,N/A,N/A,N/A,N/A,N/A,N/A,0
bat_sam_van,N/A,9,N/A,N/A,N/A,N/A,bat_sam_van_1,player_2,N/A,N/A,N/A,N/A,N/A,N/A,0
